index,alcoholName,normalizedName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
178,면천두견주 360,면천두견주360,,,,,18%,,약주,명절,360ml,"￦32,000(360ml*4병)(가격은 판매처 별로 상이할 수 있습니다.)",(주)면천두견주,"국내산 찹쌀, 누룩, 진달래꽃",(주)면천두견주,국가지정 중요 무형문화재 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,김현길,충남 당진시 면천로 성하로 250,041-355-5430,http://www.면천두견주.한국,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681212-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20360_main.jpg,https://terms.naver.com/entry.naver?docId=5681212&cid=58637&categoryId=58654,5681212
179,면천두견주 700,면천두견주700,,,,,18%,,약주,명절,700ml,"￦30,000(700ml*2병)(가격은 판매처 별로 상이할 수 있습니다.)",(주)면천두견주,"국내산 찹쌀, 누룩, 진달래꽃",(주)면천두견주,국가무형문화재 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,김현길,충남 당진시 면천로 성하로 250,041-355-5430,http://www.면천두견주.한국,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681211-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20700_main.jpg,https://terms.naver.com/entry.naver?docId=5681211&cid=58637&categoryId=58654,5681211
180,면천두견주 900,면천두견주900,,,,,18%,,약주,,900ml,"￦120,000(900ml*2병)(가격은 판매처 별로 상이할 수 있습니다.)",(주)면천두견주,"국내산 찹쌀, 누룩, 진달래꽃",(주)면천두견주,국가지정 중요 무형문화재 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,김현길,충남 당진시 면천로 성하로 250,041-355-5430,http://www.면천두견주.한국,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681208-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20900_main.jpg,https://terms.naver.com/entry.naver?docId=5681208&cid=58637&categoryId=58654,5681208
181,명술 375ml,명술375ml,,,,,20%,,리큐르,,375ml,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)",대농바이오우리산삼,"산양산삼, 정제주, 주정",대농바이오우리산삼,"'명술 375ml'는 경기도 청정지역의 5년근 산양산삼으로 재조하여 1뿌리가 통째로 들어있는 프리미엄 리큐르이다. '대농바이오 우리산삼'의 50여 조합원이 200만평 면적에서 직접 재배한 산양산삼과 국내산 쌀을 사용하여 빚은 술이다. 제조사 '대농바이오우리산삼'은 2011년부터 3년 연속 경기도 대표술로 선정됨과 동시에 2014년, 2015년 대한민국 우리술품평회 약주청주 부문에서 대상, 2014년 리큐르 부문에서 장려상을 수상한 제품을 생산하는 최고의 제품력을 가지고 있는 곳이다.",황성헌,경기도 광주시 퇴촌면 천진암로 684,031-798-9757,http://www.woorisansam.com,삼계탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595329-%EB%AA%85%EC%88%A0%20375ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595329&cid=58637&categoryId=58651,3595329
182,명인 안동소주 22도,명인안동소주22도,,,,,22%,,증류식소주,,360ml,"￦27,000(360ml*6병)(가격은 판매처 별로 상이할 수 있습니다.)",명인 안동소주,"쌀(국내산), 누룩, 정제수",명인 안동소주,"700여년전 중국 원나라의 병참기지가 안동에 세워지면서 현재 한국 전통 증류식소주의 대명사 안동소주의 제조기법이 전해졌다. 이후 500여년 전 조선시대 안동의 명문가인 은곡 박진 선생의 반남 박씨 가문에서 가양주로 빚어오던 안동소주의 제조비법을 25대손인 박재서 명인이 계승발전 시켜 현재에 이르고 있다. 높은 알코올 도수에 비해 부드러운 맛을 자랑하고 있는 명인 안동소주는 역사와 전통성을 계승한 오리지널 안동소주로 자리매김하고 있다. 명인 안동소주는 저도주를 선호하는 현대인의 기호에 맞춰 기존 45도 제품에서 35도, 22도, 19도의 제품을 선보이고 있다.",박재서,경북 안동시 풍산읍 산업단지6길 6,054-856-6903,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595266-%EB%AA%85%EC%9D%B8%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%2022%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595266&cid=58637&categoryId=58657,3595266
183,명인 안동소주 양반탈,명인안동소주양반탈,1.0,,,3.0,45%,0.0,증류식소주,"명절, 선물",800ml,"￦35,000(가격은 판매처 별로 상이할 수 있습니다.)",명인 안동소주,"쌀(국내산), 누룩, 정제수",명인 안동소주,700여년전 중국 원나라의 병참기지가 안동에 세워지면서 현재 한국 전통 증류식소주의 대명사 안동소주의 제조기법이 전해졌다. 이후 500여년 전 조선시대 안동의 명문가인 은곡 박진 선생의 반남 박씨 가문에서 가양주로 빚어오던 안동소주의 제조비법을 25대손인 박재서 명인이 계승발전 시켜 현재에 이르고 있다. 높은 알코올 도수에 비해 부드러운 맛을 자랑하고 있는 명인 안동소주는 역사와 전통성을 계승한 오리지널 안동소주로 자리매김하고 있다.,박재서,경북 안동시 풍산읍 산업단지6길 6,054-856-6903,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595265-%EB%AA%85%EC%9D%B8%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20%EC%96%91%EB%B0%98%ED%83%88_main.JPG,https://terms.naver.com/entry.naver?docId=3595265&cid=58637&categoryId=58657,3595265
184,명인 안동소주 호리병,명인안동소주호리병,1.0,,,3.0,45%,0.0,증류식소주,,800ml,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)",명인 안동소주,"쌀(국내산), 누룩, 정제수",명인 안동소주,700여년전 중국 원나라의 병참기지가 안동에 세워지면서 현재 한국 전통 증류식소주의 대명사 안동소주의 제조기법이 전해졌다. 이후 500여년 전 조선시대 안동의 명문가인 은곡 박진 선생의 반남 박씨 가문에서 가양주로 빚어오던 안동소주의 제조비법을 25대손인 박재서 명인이 계승발전 시켜 현재에 이르고 있다. 높은 알코올 도수에 비해 부드러운 맛을 자랑하고 있는 명인 안동소주는 역사와 전통성을 계승한 오리지널 안동소주로 자리매김하고 있다.,박재서,경북 안동시 풍산읍 산업단지6길 6,054-856-6903,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595264-%EB%AA%85%EC%9D%B8%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20%ED%98%B8%EB%A6%AC%EB%B3%91_main.JPG,https://terms.naver.com/entry.naver?docId=3595264&cid=58637&categoryId=58657,3595264
185,명인 홍삼주,명인홍삼주,1.0,3.0,2.0,4.0,12.5%,0.0,약주,,375ml,"￦12,000(375ml*3병)(가격은 판매처 별로 상이할 수 있습니다.)",농업회사법인(주)금산인삼주,"쌀, 홍삼, 누룩, 정제수 등",농업회사법인(주)금산인삼주,"명인 홍삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나, 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.",최언년,충남 금산군 금성면 파초길 23,041-754-3313,,양념갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595234-%EB%AA%85%EC%9D%B8%20%ED%99%8D%EC%82%BC%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595234&cid=58637&categoryId=58654,3595234
186,명작 복분자,명작복분자,3.0,1.0,1.0,5.0,13%,0.0,과실주,,375ml,"￦78,000(375ml*12병)(가격은 판매처 별로 상이할 수 있습니다.)",(농)국순당고창명주(주),"복분자, 효모, 주정, 정제수, 과당, 구연산",(농)국순당고창명주(주),(농)국순당고창명주(주)에서 생산하는 ‘명작 복분자’는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 국순당 고창명주는 재료의 생산지부터 차별화된 프리미엄급 술로 국내 복분자주의 시장 경쟁력을 강화함은 물론 세계 시장 진출에도 적극적으로 나설 수 있는 역량을 지닌 전통주 제조사이다.,김영동,전북 고창군 심원면 선운대로 2197,063-564-9800,,과실로 만든 파이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595225-%EB%AA%85%EC%9E%91%20%EB%B3%B5%EB%B6%84%EC%9E%90_main.jpg,https://terms.naver.com/entry.naver?docId=3595225&cid=58637&categoryId=58655,3595225
187,명품 진도홍주,명품진도홍주,3.0,,,3.0,38%,0.0,일반증류주,,375ml,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",대대로영농조합법인,"쌀, 보리, 누룩, 지초, 정제수",대대로영농조합법인,"고려 초부터 빚기 시작한 진도 홍주는 임금에게 올려졌던 진상품 중 으뜸으로 천년을 간직한 지역의 대표적 전통주이다. 1994년에 전라남도 무형문화재 제26호로 지정되었다. 화끈한 맛과 그 화려한 빛깔 때문에 한눈에 반하고 마는 천년 전통의 명주인 진도 홍주는 쌀이 '신비의 영약'으로 불리는 한약재 '지초(芝草)'와 만나 미(味), 향(香), 색(色)을 고루 갖춘 고품격 명주로 특히 주재료인 지초는 동의보감, 본초강목에서 강장, 해독, 청열 등에 효과가 있다고 전해오며 예부터 민간에서는 지초를 산삼에 못지않은 '신비한 약초'라고 불렀다.",김애란,전남 진도군 군내면 명량대첩로288-23,061-542-3399,https://jindosul.modoo.at/,조개찜 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595244-%EB%AA%85%ED%92%88%20%EC%A7%84%EB%8F%84%ED%99%8D%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595244&cid=58637&categoryId=58656,3595244
188,모든날에,모든날에,,,,,15%,,약주(삼양주),"선물, 홈술",500ml,"28,000\",양양술곳간,"정제수, 찹쌀, 멥쌀, 밀누룩",양양술곳간,"모든날에는 청정지역 양양에서 자란 쌀과 한계령의 맑은 지하수로 빚어낸 약주이다. 물, 쌀, 누룩 외에는 다른 첨가물이 들어가지 않은 건강한 술을 지향한다. 마시면 깔끔한 시트러스 향이 퍼지며, 목으로 넘어갈 때 누룩의 향이 살짝 스치며 지나가는 특징을 지니고 있다.",김정녀,강원특별자치도 양양군 강현면 안골로 221-9,010-9039-6083,https://yangyangsoolgodgan.com/,"이 술은 새우, 문어와 같은 해산물과 잘 어울리며, 허브와 올리브 오일을 곁들여 식초나 레몬으로 맛을 낸 마리네이드 해산물과 함께 즐기면 술의 상큼한 맛이 한층 더 강조된다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743394-%EB%AA%A8%EB%93%A0%EB%82%A0%EC%97%90_main.png,https://terms.naver.com/entry.naver?docId=6743394&cid=58637&categoryId=58652,6743394
189,모월 로,모월로,,,,2.0,25%,0.0,증류식소주,,500ml,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)",협동조합 주담,"쌀(국내산), 누룩, 정제수",협동조합 주담,모월은 단순히 전통적 방식을 재현한 증류식 소주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,김원호,강원도 원주시 판부면 판부신촌길 84,033-748-8008,http://www.mowall.co.kr,집에서 여러 반찬들과 반주로 즐기기 좋은 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040787-%EB%AA%A8%EC%9B%94%20%EB%A1%9C_main.jpg,https://terms.naver.com/entry.naver?docId=6040787&cid=58637&categoryId=58652,6040787
190,모월 연,모월연,1.0,3.0,1.0,2.0,13%,0.0,약주,"선물, 혼술, 홈술",500ml,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다)",협동조합 주담,"쌀(국내산), 누룩, 정제수",협동조합 주담,모월은 단순히 전통적 방식을 재현한 약주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 100일 이상 저온 발효와 숙성으로 거쳐 달지 않고 상큼한 맛과 드라이한 끝맛이 일품이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,김원호,강원도 원주시 판부면 판부신촌길 84,033-748-8008,http://www.mowall.co.kr,두부의 담백함을 살린 음식들과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040785-%EB%AA%A8%EC%9B%94%20%EC%97%B0_main.jpg,https://terms.naver.com/entry.naver?docId=6040785&cid=58637&categoryId=58652,6040785
191,모월 인,모월인,,,,3.0,41%,0.0,증류식소주,"선물, 파티",500ml,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다)",협동조합 주담,"쌀(국내산), 누룩, 정제수",협동조합 주담,모월은 단순히 전통적 방식을 재현한 증류식 소주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,김원호,강원도 원주시 판부면 판부신촌길 84,033-748-8008,http://www.mowall.co.kr,숯불에 구운 돼지고기와 환상의 조합을 이룬다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040788-%EB%AA%A8%EC%9B%94%20%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040788&cid=58637&categoryId=58652,6040788
192,모월 청,모월청,1.0,3.0,2.0,3.0,16%,0.0,약주,,500ml,"￦21,000 (가격은 판매처 별로 상이할 수 있습니다)",협동조합 주담,"쌀(국내산), 누룩, 정제수",협동조합 주담,모월은 단순히 전통적 방식을 재현한 약주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 100일 이상 저온 발효와 숙성으로 거쳐 달지 않고 상큼한 맛과 드라이한 끝맛이 일품이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,김원호,강원도 원주시 판부면 판부신촌길 84,033-748-8008,http://www.mowall.co.kr,음식또한 모월 13%에 비해 맛과 향이 강하기 때문에 담백한 음식보다는 양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040786-%EB%AA%A8%EC%9B%94%20%EC%B2%AD_main.jpg,https://terms.naver.com/entry.naver?docId=6040786&cid=58637&categoryId=58652,6040786
