,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,foodPairing,imageURL,detailPageUrl,docId
601,601,민속주 안동소주 400ml,,,,,,,,,,,,,안동갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595272-%EB%AF%BC%EC%86%8D%EC%A3%BC%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20400ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595272&cid=58637&categoryId=58657,3595272
602,602,민속주 안동소주 600ml,,,,,,,,,,,,,안동갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595271-%EB%AF%BC%EC%86%8D%EC%A3%BC%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20600ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595271&cid=58637&categoryId=58657,3595271
603,603,민속주 안동소주 800ml,,,,,,,,,,,,,안동갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595270-%EB%AF%BC%EC%86%8D%EC%A3%BC%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20800ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595270&cid=58637&categoryId=58657,3595270
604,604,바나나 주,,,,,,,,,,,,,열대과일과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551505-%EB%B0%94%EB%82%98%EB%82%98%20%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551505&cid=58637&categoryId=58653,3551505
605,605,바람의노래,,,,,,,,,,,,,"보쌈, 족발, 바비큐와 같은 음식과 같이 먹으면 안주와 어우러져 깔끔한 탁주 본연의 맛을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743397-%EB%B0%94%EB%9E%8C%EC%9D%98%EB%85%B8%EB%9E%98_main.png,https://terms.naver.com/entry.naver?docId=6743397&cid=58637&categoryId=58652,6743397
606,606,배금도가,,,,,,,,,,,,,레몬 첨가 없이도 비릿함을 깔끔히 잡아줄 건강한 산미를 가졌다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743379-%EB%B0%B0%EA%B8%88%EB%8F%84%EA%B0%80_main.png,https://terms.naver.com/entry.naver?docId=6743379&cid=58637&categoryId=58657,6743379
607,607,배도가 로아 40도 옐로우,,,,,,,,,,,,,갈치젓 등 젓갈류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595279-%EB%B0%B0%EB%8F%84%EA%B0%80%20%EB%A1%9C%EC%95%84%2040%EB%8F%84%20%EC%98%90%EB%A1%9C%EC%9A%B0_main.jpg,https://terms.naver.com/entry.naver?docId=3595279&cid=58637&categoryId=58651,3595279
608,608,백련 생막걸리 snow (스노우),,,,,,,,,,,,,숯불바베큐와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551565-%EB%B0%B1%EB%A0%A8%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC%20snow%20%EC%8A%A4%EB%85%B8%EC%9A%B0_main.jpg,https://terms.naver.com/entry.naver?docId=3551565&cid=58637&categoryId=58654,3551565
609,609,백운주가 대나무술,,,,,,,,,,,,,"대나무 술은 대나무만의 자체적인 단맛이 있어, 음식에 자체적으로 단맛이 적은 다양한 한식, 중식, 일식, 그리고 슴슴한 나물류, 육류, 어류에 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743378-%EB%B0%B1%EC%9A%B4%EC%A3%BC%EA%B0%80%20%EB%8C%80%EB%82%98%EB%AC%B4%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=6743378&cid=58637&categoryId=58656,6743378
610,610,복분자주,,,,,,,,,,,,,불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551525-%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551525&cid=58637&categoryId=58658,3551525
611,611,복분자주 360,,,,,,,,,,,,,소고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551526-%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC%20360_main.jpg,https://terms.naver.com/entry.naver?docId=3551526&cid=58637&categoryId=58655,3551526
612,612,복숭아와인,,,,,,,,,,,,,안주 없이 와인만 있어도 충분한 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804511-%EB%B3%B5%EC%88%AD%EC%95%84%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804511&cid=58638&categoryId=58641,5804511
613,613,부자 10도,,,,,,,,,,,,,살균되어 있어 오래 두고 마실 수 있는 막걸리.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551496-%EB%B6%80%EC%9E%90%2010%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3551496&cid=58637&categoryId=58651,3551496
614,614,비긴나인틴,,,,,,,,,,,,,"또한, 사과 특유의 향미와 잘 어울리는 음식으로는 깔끔한 맛의 숙성회나 문어 숙회가 있으며, 육류를 선호한다면 소금간만 살짝 한 닭 안심 구이도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743410-%EB%B9%84%EA%B8%B4%EB%82%98%EC%9D%B8%ED%8B%B4_main.png,https://terms.naver.com/entry.naver?docId=6743410&cid=58637&categoryId=58657,6743410
615,615,사과와인,,,,,,,,,,,,,양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804509-%EC%82%AC%EA%B3%BC%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804509&cid=58638&categoryId=58641,5804509
616,616,산양산삼가든 별,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687159-%EC%82%B0%EC%96%91%EC%82%B0%EC%82%BC%EA%B0%80%EB%93%A0%20%EB%B3%84_main.jpg,https://terms.naver.com/entry.naver?docId=5687159&cid=58637&categoryId=58651,5687159
617,617,산정호수 동정춘막걸리,,,,,,,,,,,,,떡 등과 함께 마시면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804420-%EC%82%B0%EC%A0%95%ED%98%B8%EC%88%98%20%EB%8F%99%EC%A0%95%EC%B6%98%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5804420&cid=58637&categoryId=58651,5804420
618,618,새냉이길 막걸리,,,,,,,,,,,,,붉은 양념의 매콤한 음식과 잘어울리며 기름진 음식을 먹고 디저트 막걸리로 먹어도 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743418-%EC%83%88%EB%83%89%EC%9D%B4%EA%B8%B8%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.png,https://terms.naver.com/entry.naver?docId=6743418&cid=58637&categoryId=58652,6743418
619,619,생 청주 막걸리,,,,,,,,,,,,,더덕구이랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551503-%EC%83%9D%20%EC%B2%AD%EC%A3%BC%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551503&cid=58637&categoryId=58653,3551503
620,620,샤토미소 로제스위트,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687157-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%A1%9C%EC%A0%9C%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5687157&cid=58637&categoryId=58653,5687157
621,621,서울 · 경기 · 인천 지역 술,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5701769-%EC%84%9C%EC%9A%B8%20%20%EA%B2%BD%EA%B8%B0%20%20%EC%9D%B8%EC%B2%9C%20%EC%A7%80%EC%97%AD%20%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5701769&cid=58637&categoryId=58644,5701769
622,622,서촌막걸리15,,,,,,,,,,,,,"브리치즈, 카나페 등 간단한 와인 안주와 함께 해도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743389-%EC%84%9C%EC%B4%8C%EB%A7%89%EA%B1%B8%EB%A6%AC15_main.png,https://terms.naver.com/entry.naver?docId=6743389&cid=58637&categoryId=58644,6743389
623,623,설이소주,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687181-%EC%84%A4%EC%9D%B4%EC%86%8C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687181&cid=58637&categoryId=58652,5687181
624,624,소주다움27,,,,,,,,,,,,,또한 다양한 한식 국물 요리에도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743380-%EC%86%8C%EC%A3%BC%EB%8B%A4%EC%9B%8027_main.png,https://terms.naver.com/entry.naver?docId=6743380&cid=58637&categoryId=58651,6743380
625,625,솔송주 (골드),,,,,,,,,,,,,매일 마시는 반주로 손색이 없다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551531-%EC%86%94%EC%86%A1%EC%A3%BC%20%EA%B3%A8%EB%93%9C_main.jpg,https://terms.naver.com/entry.naver?docId=3551531&cid=58637&categoryId=58658,3551531
626,626,술공방 9.0 생막걸리,,,,,,,,,,,,,단맛과 신맛의 조화가 잘 갖춰져 있고 고기류보다는 신맛이 곁들여져 있는 무침류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040727-%EC%88%A0%EA%B3%B5%EB%B0%A9%2090%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040727&cid=58637&categoryId=58654,6040727
627,627,숲향벼꽃 술도깨비,,,,,,,,,,,,,"대중적인 막걸리로 마시기가 편하고 목넘김이 부드러우며, 새우튀김, 순대 모듬과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743364-%EC%88%B2%ED%96%A5%EB%B2%BC%EA%BD%83%20%EC%88%A0%EB%8F%84%EA%B9%A8%EB%B9%84_main.png,https://terms.naver.com/entry.naver?docId=6743364&cid=58637&categoryId=58656,6743364
628,628,시나브로 에뚜왈 로제 스파클링,,,,,,,,,,,,,전체적으로 식전 주 또는 식후 주가 맞는 와인으로 스위트한 맛이 주축을 이룬 만큼 샐러드와 같은 가벼운 요리가 어울릴 것이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040780-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%EC%97%90%EB%9A%9C%EC%99%88%20%EB%A1%9C%EC%A0%9C%20%EC%8A%A4%ED%8C%8C%ED%81%B4%EB%A7%81_main.jpg,https://terms.naver.com/entry.naver?docId=6040780&cid=58637&categoryId=58653,6040780
629,629,시나브로 에뚜왈 스파클링와인,,,,,,,,,,,,,청량감 좋은 탄산으로 기름진 육류와도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804469-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%EC%97%90%EB%9A%9C%EC%99%88%20%EC%8A%A4%ED%8C%8C%ED%81%B4%EB%A7%81%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804469&cid=58637&categoryId=58653,5804469
630,630,시인의바위,,,,,,,,,,,,,"꽉 차고 강한 느낌의 증류주지만, 풍부하고 다채로운 향과 맛의 매력을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743404-%EC%8B%9C%EC%9D%B8%EC%9D%98%EB%B0%94%EC%9C%84_main.png,https://terms.naver.com/entry.naver?docId=6743404&cid=58637&categoryId=58657,6743404
631,631,시향가 프리미엄,,,,,,,,,,,,,"특히 버섯전골, 갈비와 불고기 등의 육류 요리나 떡볶이 및 후라이드 치킨과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743395-%EC%8B%9C%ED%96%A5%EA%B0%80%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84_main.png,https://terms.naver.com/entry.naver?docId=6743395&cid=58637&categoryId=58656,6743395
632,632,쌀은원래달다 12,,,,,,,,,,,,,크림 파스타나 누룽지탕과 함께 마시면 술의 풍미를 더욱 느낄 수 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743398-%EC%8C%80%EC%9D%80%EC%9B%90%EB%9E%98%EB%8B%AC%EB%8B%A4%2012_main.png,https://terms.naver.com/entry.naver?docId=6743398&cid=58637&categoryId=58646,6743398
633,633,쌀은원래달다 9°,,,,,,,,,,,,,"쌀에서 나는 단맛이 부담스럽지 않아 고기완자(동그랑땡 전),  치즈퐁듀와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743399-%EC%8C%80%EC%9D%80%EC%9B%90%EB%9E%98%EB%8B%AC%EB%8B%A4%209_main.png,https://terms.naver.com/entry.naver?docId=6743399&cid=58637&categoryId=58646,6743399
634,634,아이싱 자몽,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583671-%EC%95%84%EC%9D%B4%EC%8B%B1%20%EC%9E%90%EB%AA%BD_main.jpg,https://terms.naver.com/entry.naver?docId=3583671&cid=58637&categoryId=58652,3583671
635,635,아치23,,,,,,,,,,,,,깔끔한 맛을 지녀 해산물류와 함께 곁들여도 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743401-%EC%95%84%EC%B9%9823_main.png,https://terms.naver.com/entry.naver?docId=6743401&cid=58637&categoryId=58654,6743401
636,636,안동소주 일품 17도,,,,,,,,,,,,,해물찌개 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595300-%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20%EC%9D%BC%ED%92%88%2017%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595300&cid=58637&categoryId=58657,3595300
637,637,안동소주 일품 21도,,,,,,,,,,,,,해물찌개 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595299-%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20%EC%9D%BC%ED%92%88%2021%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595299&cid=58637&categoryId=58657,3595299
638,638,안동소주 일품 40도 골드,,,,,,,,,,,,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595298-%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20%EC%9D%BC%ED%92%88%2040%EB%8F%84%20%EA%B3%A8%EB%93%9C_main.jpg,https://terms.naver.com/entry.naver?docId=3595298&cid=58637&categoryId=58657,3595298
639,639,안성마춤 생막걸리,,,,,,,,,,,,,"불고기, 육전, 오징어와 새우를 듬뿍 넣은 기름진 해물파전도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681218-%EC%95%88%EC%84%B1%EB%A7%88%EC%B6%A4%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681218&cid=58637&categoryId=58651,5681218
640,640,야관문 쌀 막걸리,,,,,,,,,,,,,야채샐러드와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595333-%EC%95%BC%EA%B4%80%EB%AC%B8%20%EC%8C%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595333&cid=58637&categoryId=58655,3595333
641,641,양조학당 녘,,,,,,,,,,,,,이 술은 바싹 구운 부추전과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743421-%EC%96%91%EC%A1%B0%ED%95%99%EB%8B%B9%20%EB%85%98_main.png,https://terms.naver.com/entry.naver?docId=6743421&cid=58637&categoryId=58651,6743421
642,642,얼떨결에,,,,,,,,,,,,,"탄산이 있어 바비큐 음식, 매콤한 음식들과도 페어링이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743382-%EC%96%BC%EB%96%A8%EA%B2%B0%EC%97%90_main.png,https://terms.naver.com/entry.naver?docId=6743382&cid=58637&categoryId=58652,6743382
643,643,여포의 꿈 레드 (Dry),,,,,,,,,,,,,스테이크와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551523-%EC%97%AC%ED%8F%AC%EC%9D%98%20%EA%BF%88%20%EB%A0%88%EB%93%9C%20Dry_main.jpg,https://terms.naver.com/entry.naver?docId=3551523&cid=58637&categoryId=58653,3551523
644,644,여포의 꿈 레드(SWEET),,,,,,,,,,,,,특별한 날 케익과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551524-%EC%97%AC%ED%8F%AC%EC%9D%98%20%EA%BF%88%20%EB%A0%88%EB%93%9CSWEET_main.jpg,https://terms.naver.com/entry.naver?docId=3551524&cid=58637&categoryId=58653,3551524
645,645,연천우주38,,,,,,,,,,,,,"묵은 김치와 두부, 고추튀김, 육전 등 다소 강한 맛도 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743390-%EC%97%B0%EC%B2%9C%EC%9A%B0%EC%A3%BC38_main.jpg,https://terms.naver.com/entry.naver?docId=6743390&cid=58637&categoryId=58651,6743390
646,646,영천와인조흔RED,,,,,,,,,,,,,"부드러우면서도 깔끔한 맛을 지녀 안창살, 뒷고기, 연어, 샐러드와 함께 곁들이면 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743427-%EC%98%81%EC%B2%9C%EC%99%80%EC%9D%B8%EC%A1%B0%ED%9D%94RED_main.jpg,https://terms.naver.com/entry.naver?docId=6743427&cid=58637&categoryId=58657,6743427
647,647,오가피와인,,,,,,,,,,,,,복날 삼계탕 등 보신 음식과 함께하기 좋은 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804510-%EC%98%A4%EA%B0%80%ED%94%BC%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804510&cid=58638&categoryId=58641,5804510
648,648,오곡 진상주,,,,,,,,,,,,,백설기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551534-%EC%98%A4%EA%B3%A1%20%EC%A7%84%EC%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551534&cid=58637&categoryId=58653,3551534
649,649,오미로제 스파클링와인,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687149-%EC%98%A4%EB%AF%B8%EB%A1%9C%EC%A0%9C%20%EC%8A%A4%ED%8C%8C%ED%81%B4%EB%A7%81%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5687149&cid=58637&categoryId=58657,5687149
650,650,오미자 생막걸리,,,,,,,,,,,,,소고기 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551545-%EC%98%A4%EB%AF%B8%EC%9E%90%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551545&cid=58637&categoryId=58657,3551545
651,651,오크블루(43%),,,,,,,,,,,,,약주인 소곡주보다 가벼운 바디감과 뒤따라오는 감칠맛이 민물새우 매운탕과 잘 어울리며 된장 드레싱을 올린 양배추 스테이크도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743409-%EC%98%A4%ED%81%AC%EB%B8%94%EB%A3%A843_main.jpg,https://terms.naver.com/entry.naver?docId=6743409&cid=58637&categoryId=58654,6743409
652,652,옥로주,,,,,,,,,,,,,"이와 더불어 중국요리 팔보채, 난자완스에도 잘 맞으며, 높은 도수의 증류식 소주가 처음이라면 라임 하이볼로 만들어 마시는 것도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743400-%EC%98%A5%EB%A1%9C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6743400&cid=58637&categoryId=58651,6743400
653,653,우도땅콩생전통주,,,,,,,,,,,,,"깔끔하고 달달, 담백한 맛을 지니고 있어 페어링 음식은 제주 돔배고기나, 우도땅콩두부, 땅콩 샌드위치, 약간 매콤한 닭볶음탕이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743363-%EC%9A%B0%EB%8F%84%EB%95%85%EC%BD%A9%EC%83%9D%EC%A0%84%ED%86%B5%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6743363&cid=58637&categoryId=58659,6743363
654,654,위레드,,,,,,,,,,,,,"깔끔한 맛을 지녔기 때문에 알리오올리오, 연어, 샐러드와 함께 곁들여 먹어도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743377-%EC%9C%84%EB%A0%88%EB%93%9C_main.png,https://terms.naver.com/entry.naver?docId=6743377&cid=58637&categoryId=58657,6743377
655,655,유톡자톡,,,,,,,,,,,,,"또한, 고기류와 매콤한 소스를 곁들인 닭요리나 삼겹살과도 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743393-%EC%9C%A0%ED%86%A1%EC%9E%90%ED%86%A1_main.png,https://terms.naver.com/entry.naver?docId=6743393&cid=58637&categoryId=58651,6743393
656,656,이강주,,,,,,,,,,,,,"닭볶음탕, 양념치킨, 배를 넣은 소불고기 및 소고기 전골 등 추천.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551512-%EC%9D%B4%EA%B0%95%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551512&cid=58637&categoryId=58655,3551512
657,657,이강주 2호,,,,,,,,,,,,,돼지 보쌈과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551513-%EC%9D%B4%EA%B0%95%EC%A3%BC%202%ED%98%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551513&cid=58637&categoryId=58655,3551513
658,658,이강주 특7호,,,,,,,,,,,,,돼지 보쌈과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551514-%EC%9D%B4%EA%B0%95%EC%A3%BC%20%ED%8A%B97%ED%98%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551514&cid=58637&categoryId=58655,3551514
659,659,이도 42,,,,,,,,,,,,,쌀의 향과 맛을 비교적 진하게 느끼고 싶다면 맑은 육수를 사용한 샤브샤브와도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551486-%EC%9D%B4%EB%8F%84%2042_main.jpg,https://terms.naver.com/entry.naver?docId=3551486&cid=58637&categoryId=58653,3551486
660,660,이도22,,,,,,,,,,,,,"얼음과 함께 언더락 잔에 마시면 은은한 풍미를 느낄 수 있으며 회, 소고기, 한식 등 담백하고 깔끔한 음식과 페어링이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743428-%EC%9D%B4%EB%8F%8422_main.png,https://terms.naver.com/entry.naver?docId=6743428&cid=58637&categoryId=58653,6743428
